"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","North Carolina","NC",5113,112,418,227,18,105
"2020-04-15","North Carolina","NC",5340,130,431,227,18,13
"2020-04-16","North Carolina","NC",5639,150,452,299,20,21
"2020-04-17","North Carolina","NC",6045,177,429,406,27,-23
"2020-04-18","North Carolina","NC",6328,187,388,283,10,-41
"2020-04-19","North Carolina","NC",6601,200,465,273,13,77
"2020-04-20","North Carolina","NC",6895,218,373,294,18,-92
"2020-04-21","North Carolina","NC",7134,245,427,239,27,54
"2020-04-22","North Carolina","NC",7495,265,434,361,20,7
"2020-04-23","North Carolina","NC",7820,281,486,325,16,52
"2020-04-24","North Carolina","NC",8290,294,477,470,13,-9
"2020-04-25","North Carolina","NC",8768,305,456,478,11,-21
"2020-04-26","North Carolina","NC",8997,324,451,229,19,-5
"2020-04-27","North Carolina","NC",9321,340,473,324,16,22
"2020-04-28","North Carolina","NC",9755,363,NA,434,23,NA
"2020-04-29","North Carolina","NC",10180,382,NA,425,19,NA
"2020-04-30","North Carolina","NC",10754,406,NA,574,24,NA
"2020-05-01","North Carolina","NC",11070,419,NA,316,13,NA
"2020-05-02","North Carolina","NC",11588,431,NA,518,12,NA
"2020-05-03","North Carolina","NC",11770,434,NA,182,3,NA
"2020-05-04","North Carolina","NC",11971,442,NA,201,8,NA
"2020-05-05","North Carolina","NC",12510,472,NA,539,30,NA
"2020-05-06","North Carolina","NC",13053,492,NA,543,20,NA
"2020-05-07","North Carolina","NC",13540,513,NA,487,21,NA
"2020-05-08","North Carolina","NC",14006,530,NA,466,17,NA
"2020-05-09","North Carolina","NC",14478,551,NA,472,21,NA
"2020-05-10","North Carolina","NC",14938,564,NA,460,13,NA
"2020-05-11","North Carolina","NC",15274,575,NA,336,11,NA
"2020-05-12","North Carolina","NC",15622,600,NA,348,25,NA
"2020-05-13","North Carolina","NC",16352,625,NA,730,25,NA
"2020-05-14","North Carolina","NC",16968,641,NA,616,16,NA
"2020-05-15","North Carolina","NC",17494,667,NA,526,26,NA
"2020-05-16","North Carolina","NC",18130,676,NA,636,9,NA
"2020-05-17","North Carolina","NC",18673,686,NA,543,10,NA
"2020-05-18","North Carolina","NC",19207,693,NA,534,7,NA
"2020-05-19","North Carolina","NC",19239,693,NA,32,0,NA
"2020-05-20","North Carolina","NC",20262,726,NA,1023,33,NA
"2020-05-21","North Carolina","NC",20512,728,NA,250,2,NA
"2020-05-22","North Carolina","NC",22110,775,NA,1598,47,NA
"2020-05-23","North Carolina","NC",22864,778,NA,754,3,NA
