"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Nebraska","NE",897,20,NA,83,3,NA
"2020-04-15","Nebraska","NE",901,20,NA,4,0,NA
"2020-04-16","Nebraska","NE",952,21,NA,51,1,NA
"2020-04-17","Nebraska","NE",1066,24,NA,114,3,NA
"2020-04-18","Nebraska","NE",1249,24,NA,183,0,NA
"2020-04-19","Nebraska","NE",1474,28,NA,225,4,NA
"2020-04-20","Nebraska","NE",1648,33,NA,174,5,NA
"2020-04-21","Nebraska","NE",1685,33,NA,37,0,NA
"2020-04-22","Nebraska","NE",1813,38,NA,128,5,NA
"2020-04-23","Nebraska","NE",2202,47,NA,389,9,NA
"2020-04-24","Nebraska","NE",2424,50,NA,222,3,NA
"2020-04-25","Nebraska","NE",2719,50,NA,295,0,NA
"2020-04-26","Nebraska","NE",3028,56,NA,309,6,NA
"2020-04-27","Nebraska","NE",3358,56,NA,330,0,NA
"2020-04-28","Nebraska","NE",3517,56,NA,159,0,NA
"2020-04-29","Nebraska","NE",3851,56,NA,334,0,NA
"2020-04-30","Nebraska","NE",4281,70,NA,430,14,NA
"2020-05-01","Nebraska","NE",5008,73,NA,727,3,NA
"2020-05-02","Nebraska","NE",5317,73,NA,309,0,NA
"2020-05-03","Nebraska","NE",5661,78,NA,344,5,NA
"2020-05-04","Nebraska","NE",6037,78,NA,376,0,NA
"2020-05-05","Nebraska","NE",6373,78,NA,336,0,NA
"2020-05-06","Nebraska","NE",6689,78,NA,316,0,NA
"2020-05-07","Nebraska","NE",7334,91,NA,645,13,NA
"2020-05-08","Nebraska","NE",7818,90,NA,484,-1,NA
"2020-05-09","Nebraska","NE",8093,90,NA,275,0,NA
"2020-05-10","Nebraska","NE",8171,90,NA,78,0,NA
"2020-05-11","Nebraska","NE",8407,98,NA,236,8,NA
"2020-05-12","Nebraska","NE",8532,100,NA,125,2,NA
"2020-05-13","Nebraska","NE",8912,103,NA,380,3,NA
"2020-05-14","Nebraska","NE",9260,103,NA,348,0,NA
"2020-05-15","Nebraska","NE",9610,113,NA,350,10,NA
"2020-05-16","Nebraska","NE",10220,123,NA,610,10,NA
"2020-05-17","Nebraska","NE",10177,123,NA,-43,0,NA
"2020-05-18","Nebraska","NE",10625,123,NA,448,0,NA
"2020-05-19","Nebraska","NE",10854,123,NA,229,0,NA
"2020-05-20","Nebraska","NE",11122,138,NA,268,15,NA
"2020-05-21","Nebraska","NE",11427,138,NA,305,0,NA
"2020-05-22","Nebraska","NE",11662,147,NA,235,9,NA
"2020-05-23","Nebraska","NE",11963,147,NA,301,0,NA
"2020-05-24","Nebraska","NE",12134,147,NA,171,0,NA
"2020-05-25","Nebraska","NE",12362,147,NA,228,0,NA
"2020-05-26","Nebraska","NE",12619,147,NA,257,0,NA
"2020-05-27","Nebraska","NE",12984,153,NA,365,6,NA
"2020-05-28","Nebraska","NE",13249,163,NA,265,10,NA
"2020-05-29","Nebraska","NE",13648,164,NA,399,1,NA
"2020-05-30","Nebraska","NE",13905,170,NA,257,6,NA
"2020-05-31","Nebraska","NE",14101,170,NA,196,0,NA
"2020-06-01","Nebraska","NE",14345,170,NA,244,0,NA
"2020-06-02","Nebraska","NE",14616,170,NA,271,0,NA
"2020-06-03","Nebraska","NE",14885,170,851,269,0,NA
"2020-06-04","Nebraska","NE",15139,187,902,254,17,51
"2020-06-05","Nebraska","NE",15406,187,905,267,0,3
"2020-06-06","Nebraska","NE",15572,187,919,166,0,14
"2020-06-07","Nebraska","NE",15664,187,928,92,0,9
"2020-06-08","Nebraska","NE",15786,188,935,122,1,7
"2020-06-09","Nebraska","NE",15918,189,967,132,1,32
"2020-06-10","Nebraska","NE",16058,191,989,140,2,22
